"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"Santo Domingo","Nassau","plane","2.1","127.57","2026-06-24","Estimated from geodesic distance model"
"Santo Domingo","Port-au-Prince","bus","4.59","13.89","2026-06-24","Estimated from geodesic distance model"
"Santo Domingo","San Juan","plane","1.41","82.1","2026-06-24","Estimated from geodesic distance model"
"Santo Domingo","Seoul","plane","23.77","897.61","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Belgrade","train","2.34","19.84","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Canberra","plane","26.54","1042.8","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","London","plane","2.82","150.49","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Pretoria","plane","11.15","536.07","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Singapore","plane","16.67","623.33","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Washington DC","plane","11.78","510.93","2026-06-24","Estimated from geodesic distance model"
"Sarajevo","Zagreb","train","3.35","24.45","2026-06-24","Estimated from geodesic distance model"
"Seoul","Bangkok","plane","5.15","291.34","2026-06-24","Estimated from geodesic distance model"
"Seoul","Beijing","plane","1.96","119.56","2026-06-24","Estimated from geodesic distance model"
"Seoul","Beijing","boat","21.26","63.66","2026-06-24","Estimated from geodesic distance model"
"Seoul","Canberra","plane","12.04","582.19","2026-06-24","Estimated from geodesic distance model"
"Seoul","Lima","plane","26.43","1048.85","2026-06-24","Estimated from geodesic distance model"
"Seoul","London","plane","12.95","569.21","2026-06-24","Estimated from geodesic distance model"
"Seoul","Manila","plane","4.02","208.98","2026-06-24","Estimated from geodesic distance model"
"Seoul","Pretoria","plane","18.68","813.05","2026-06-24","Estimated from geodesic distance model"
"Seoul","Santo Domingo","plane","25.28","864.46","2026-06-24","Estimated from geodesic distance model"
"Seoul","Singapore","plane","6.56","332.78","2026-06-24","Estimated from geodesic distance model"
"Seoul","Tokyo","plane","2.27","123.7","2026-06-24","Estimated from geodesic distance model"
"Seoul","Washington DC","plane","18.7","721.91","2026-06-24","Estimated from geodesic distance model"
"Singapore","Abu Dhabi","plane","8.99","420.15","2026-06-24","Estimated from geodesic distance model"
"Singapore","Amsterdam","plane","16.88","710.99","2026-06-24","Estimated from geodesic distance model"
"Singapore","Ashgabat","plane","10.08","428.66","2026-06-24","Estimated from geodesic distance model"
"Singapore","Asmara","plane","11.12","479.97","2026-06-24","Estimated from geodesic distance model"
"Singapore","Asuncion","plane","27.31","1088.98","2026-06-24","Estimated from geodesic distance model"
"Singapore","Athens","plane","15.17","619.93","2026-06-24","Estimated from geodesic distance model"
"Singapore","Baghdad","plane","10.83","466.41","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bangkok","train","14.54","74.95","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bangui","plane","16.52","616.77","2026-06-24","Estimated from geodesic distance model"
"Singapore","Beijing","plane","6.08","341.29","2026-06-24","Estimated from geodesic distance model"
"Singapore","Belgrade","plane","16.71","623.09","2026-06-24","Estimated from geodesic distance model"
"Singapore","Belmopan","plane","29.86","1090.67","2026-06-24","Estimated from geodesic distance model"
"Singapore","Belmopan","plane","29.86","1090.67","2026-06-24","Estimated from geodesic distance model"
"Singapore","Berlin","plane","17.18","647.71","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bern","plane","16.76","704.35","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bogota","plane","30.14","1243.98","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bogota","plane","30.14","1243.98","2026-06-24","Estimated from geodesic distance model"
"Singapore","Brasilia","plane","26.55","1057.3","2026-06-24","Estimated from geodesic distance model"
"Singapore","Brasilia","plane","26.55","1057.3","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bridgetown","plane","27.78","1123.02","2026-06-24","Estimated from geodesic distance model"
"Singapore","Brussels","plane","18.14","692.94","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bucharest","plane","13.09","575.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Budapest","plane","16.25","606.74","2026-06-24","Estimated from geodesic distance model"
"Singapore","Bujumbura","plane","12.1","584.27","2026-06-24","Estimated from geodesic distance model"
"Singapore","Cairo","plane","12.54","548.36","2026-06-24","Estimated from geodesic distance model"
"Singapore","Canberra","plane","10.18","432.87","2026-06-24","Estimated from geodesic distance model"
"Singapore","Caracas","plane","30.15","1111.77","2026-06-24","Estimated from geodesic distance model"
"Singapore","Chisinau","plane","13.01","571.47","2026-06-24","Estimated from geodesic distance model"
"Singapore","Dili","plane","4.04","209.7","2026-06-24","Estimated from geodesic distance model"
"Singapore","Dushanbe","plane","8.44","390.98","2026-06-24","Estimated from geodesic distance model"
"Singapore","Funafuti","plane","11.99","580.05","2026-06-24","Estimated from geodesic distance model"
"Singapore","George Town","plane","28.92","1167.82","2026-06-24","Estimated from geodesic distance model"
"Singapore","Georgetown","plane","28.3","1147.22","2026-06-24","Estimated from geodesic distance model"
"Singapore","Havana","plane","29.31","1065.65","2026-06-24","Estimated from geodesic distance model"
"Singapore","Helsinki","plane","15.46","634.65","2026-06-24","Estimated from geodesic distance model"
"Singapore","Islamabad","plane","6.54","365.94","2026-06-24","Estimated from geodesic distance model"
"Singapore","Jerusalem","plane","12.07","525.52","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kyiv","plane","13.04","572.86","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kigali","plane","11.57","558.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kigali","plane","11.57","558.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kingston","plane","11.61","560.46","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kinshasa","plane","15.75","656.1","2026-06-24","Estimated from geodesic distance model"
"Singapore","Ngerulmud","plane","5.04","258.4","2026-06-24","Estimated from geodesic distance model"
"Singapore","Kuala Lumpur","train","3.36","26.43","2026-06-24","Estimated from geodesic distance model"
"Singapore","La Paz","plane","30.86","1136.36","2026-06-24","Estimated from geodesic distance model"
"Singapore","Libreville","plane","18.01","687.24","2026-06-24","Estimated from geodesic distance model"
"Singapore","Lilongwe","plane","11.53","554.03","2026-06-24","Estimated from geodesic distance model"
"Singapore","Lima","plane","29.79","1221.87","2026-06-24","Estimated from geodesic distance model"
"Singapore","Lisbon","plane","18.8","809.95","2026-06-24","Estimated from geodesic distance model"
"Singapore","London","plane","18.09","694.02","2026-06-24","Estimated from geodesic distance model"
"Singapore","Luxembourg","plane","16.95","712.85","2026-06-24","Estimated from geodesic distance model"
"Singapore","Madrid","plane","17.55","751.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Madrid","plane","17.55","751.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Malabo","plane","17.19","724.22","2026-06-24","Estimated from geodesic distance model"
"Singapore","Male","plane","4.84","274.64","2026-06-24","Estimated from geodesic distance model"
"Singapore","Male","plane","4.84","274.64","2026-06-24","Estimated from geodesic distance model"
"Singapore","Maseru","plane","12.32","598.34","2026-06-24","Estimated from geodesic distance model"
"Singapore","Montevideo","plane","26.49","1040.92","2026-06-24","Estimated from geodesic distance model"
"Singapore","N'Djamena","plane","15.69","653.42","2026-06-24","Estimated from geodesic distance model"
"Singapore","Nassau","plane","27.12","1088.86","2026-06-24","Estimated from geodesic distance model"
"Singapore","New Delhi","plane","6.01","306.37","2026-06-24","Estimated from geodesic distance model"
"Singapore","Noumea","plane","11.34","489.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Noumea","plane","11.34","489.81","2026-06-24","Estimated from geodesic distance model"
"Singapore","Nuku'alofa","plane","16.17","600.66","2026-06-24","Estimated from geodesic distance model"
"Singapore","Oranjestad","plane","28.69","1171.03","2026-06-24","Estimated from geodesic distance model"
"Singapore","Oslo","plane","15.9","664.82","2026-06-24","Estimated from geodesic distance model"
"Singapore","Ottawa","plane","25.5","986.32","2026-06-24","Estimated from geodesic distance model"
"Singapore","Pyongyang","plane","6.81","345.59","2026-06-24","Estimated from geodesic distance model"
"Singapore","Panama","plane","29.77","1220.82","2026-06-24","Estimated from geodesic distance model"
"Singapore","Papeete","plane","19.33","753.54","2026-06-24","Estimated from geodesic distance model"
"Singapore","Paramaribo","plane","29.46","1075.44","2026-06-24","Estimated from geodesic distance model"
"Singapore","Paris","plane","18.41","705.69","2026-06-24","Estimated from geodesic distance model"
"Singapore","Phnom Penh","plane","2.35","128.47","2026-06-24","Estimated from geodesic distance model"
"Singapore","Port Moresby","plane","6.79","343.37","2026-06-24","Estimated from geodesic distance model"
"Singapore","Port Vila","plane","11.25","485.98","2026-06-24","Estimated from geodesic distance model"
"Singapore","Prague","plane","16","665.72","2026-06-24","Estimated from geodesic distance model"
"Singapore","Praia","plane","24.69","939.46","2026-06-24","Estimated from geodesic distance model"
"Singapore","Pretoria","plane","12.88","565.11","2026-06-24","Estimated from geodesic distance model"
"Singapore","Quito","plane","30.33","1257.93","2026-06-24","Estimated from geodesic distance model"
"Singapore","Quito","plane","30.33","1257.93","2026-06-24","Estimated from geodesic distance model"
"Singapore","Reykjavik","plane","19.12","742.16","2026-06-24","Estimated from geodesic distance model"
"Singapore","Riga","plane","15.98","593.45","2026-06-24","Estimated from geodesic distance model"
"Singapore","Road Town","plane","28.98","1056.28","2026-06-24","Estimated from geodesic distance model"
"Singapore","Roseau","plane","30.45","1113.53","2026-06-24","Estimated from geodesic distance model"
"Singapore","Saint-Pierre","plane","26.06","904.91","2026-06-24","Estimated from geodesic distance model"
"Singapore","San Marino","plane","15.86","662.61","2026-06-24","Estimated from geodesic distance model"
"Singapore","San Salvador","plane","28.77","1165.06","2026-06-24","Estimated from geodesic distance model"
"Singapore","Santiago","plane","27.58","1094","2026-06-24","Estimated from geodesic distance model"
"Singapore","Sarajevo","plane","15.99","660.01","2026-06-24","Estimated from geodesic distance model"
"Singapore","Seoul","plane","6.51","330.06","2026-06-24","Estimated from geodesic distance model"
"Singapore","Singapore","bus","0.74","5.22","2026-06-24","Estimated from geodesic distance model"
"Singapore","Stockholm","plane","17.06","639.84","2026-06-24","Estimated from geodesic distance model"
"Singapore","Suva","plane","12.25","592.18","2026-06-24","Estimated from geodesic distance model"
"Singapore","Tallinn","plane","15.25","626.49","2026-06-24","Estimated from geodesic distance model"
"Singapore","Tehran","plane","10.45","447.18","2026-06-24","Estimated from geodesic distance model"
"Singapore","Tokyo","plane","8.23","380.31","2026-06-24","Estimated from geodesic distance model"
"Singapore","Torshavn","plane","18.11","695.89","2026-06-24","Estimated from geodesic distance model"
"Singapore","Vientiane","plane","3.06","179.2","2026-06-24","Estimated from geodesic distance model"
"Singapore","Vientiane","plane","3.06","179.2","2026-06-24","Estimated from geodesic distance model"
"Singapore","Vilnius","plane","16.37","607.17","2026-06-24","Estimated from geodesic distance model"
"Singapore","W. Indies","plane","28.07","1131.14","2026-06-24","Estimated from geodesic distance model"
"Singapore","Warsaw","plane","16.27","606.21","2026-06-24","Estimated from geodesic distance model"
"Singapore","Washington DC","plane","27.92","991.04","2026-06-24","Estimated from geodesic distance model"
"Singapore","Wellington","plane","12.77","559.84","2026-06-24","Estimated from geodesic distance model"
"Singapore","Yaounde","plane","16.64","697.46","2026-06-24","Estimated from geodesic distance model"
"Singapore","Zagreb","plane","16.53","620.07","2026-06-24","Estimated from geodesic distance model"
"Skopje","Athens","bus","7.63","22.96","2026-06-24","Estimated from geodesic distance model"
"Skopje","Belgrade","train","3.7","26.25","2026-06-24","Estimated from geodesic distance model"
"Skopje","Belgrade","train","3.7","26.25","2026-06-24","Estimated from geodesic distance model"
"Skopje","Sofia","bus","3.17","11.39","2026-06-24","Estimated from geodesic distance model"
"Sofia","Athens","plane","1.55","89.05","2026-06-24","Estimated from geodesic distance model"
"Sofia","Belgrade","train","3.61","25.52","2026-06-24","Estimated from geodesic distance model"
"Sofia","Berlin","plane","2.39","142.65","2026-06-24","Estimated from geodesic distance model"
"Sofia","Bucharest","train","3.4","24.89","2026-06-24","Estimated from geodesic distance model"
"Sofia","Cairo","plane","2.89","154.91","2026-06-24","Estimated from geodesic distance model"
"Sofia","Paris","plane","2.86","168.01","2026-06-24","Estimated from geodesic distance model"
"Sofia","Rome","plane","2","110.97","2026-06-24","Estimated from geodesic distance model"
"Sofia","Skopje","bus","3.24","11.65","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Canberra","plane","29.71","1081.02","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Lima","plane","15.77","657.67","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","London","plane","1.21","79.34","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","London","boat","7.46","35.13","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Paris","boat","9.48","39.53","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Pretoria","plane","13.04","573.22","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Pretoria","plane","13.04","573.22","2026-06-24","Estimated from geodesic distance model"
"St. Peter Port","Washington DC","plane","8.99","419.06","2026-06-24","Estimated from geodesic distance model"
"Stanley","Stanley","plane","0.86","60.68","2026-06-24","Estimated from geodesic distance model"
"Stanley","Stanley","boat","1.05","25.02","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Canberra","plane","26.09","1023.35","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Copenhagen","train","5.52","34.11","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Helsinki","boat","9.56","41.54","2026-06-24","Estimated from geodesic distance model"
"Stockholm","London","plane","2.63","141.52","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Oslo","train","4.28","31.08","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Pretoria","plane","15.31","632.81","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Singapore","plane","16.18","669.23","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Tallinn","boat","9.7","39.2","2026-06-24","Estimated from geodesic distance model"
"Stockholm","Washington DC","plane","10.23","437.23","2026-06-24","Estimated from geodesic distance model"
"Suva","Canberra","plane","5.1","261.65","2026-06-24","Estimated from geodesic distance model"
"Suva","Funafuti","boat","25.94","67.77","2026-06-24","Estimated from geodesic distance model"
"Suva","London","plane","26.9","1066.45","2026-06-24","Estimated from geodesic distance model"
"Suva","Nuku'alofa","plane","1.84","113.26","2026-06-24","Estimated from geodesic distance model"
"Suva","Pretoria","plane","25.11","868.17","2026-06-24","Estimated from geodesic distance model"
"Suva","Singapore","plane","12.77","559.36","2026-06-24","Estimated from geodesic distance model"
"Suva","Washington DC","plane","19.74","776.37","2026-06-24","Estimated from geodesic distance model"
"T'bilisi","Kabul","bus","32.92","88.19","2026-06-24","Estimated from geodesic distance model"
"T'bilisi","Yerevan","bus","3.17","11.44","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Canberra","plane","27.33","964.59","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Helsinki","boat","3.13","29.84","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Lima","plane","19.05","742.41","2026-06-24","Estimated from geodesic distance model"
"Tallinn","London","plane","2.87","168.56","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Moscow","train","8.56","52.55","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Pretoria","plane","16.28","607.57","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Riga","train","3.09","25.27","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Singapore","plane","15.19","624.03","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Stockholm","boat","9.52","38.47","2026-06-24","Estimated from geodesic distance model"
"Tallinn","Washington DC","plane","10.34","491.47","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Ashgabat","plane","2.15","117.86","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Astana","plane","2.29","125.41","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Astana","plane","2.29","125.41","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Beijing","plane","5.34","301.43","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Bishkek","bus","8.18","22.28","2026-06-24","Estimated from geodesic distance model"
"Tashkent","Moscow","plane","4.29","222.23","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Canberra","plane","24.1","917.72","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Guatemala","plane","1.34","79.1","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Lima","plane","4.74","244.37","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","London","plane","12.09","586","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Managua","plane","1.22","73.25","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Managua","bus","4.15","13.99","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Managua","bus","4.15","13.99","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Panama","bus","16.01","40.56","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Pretoria","plane","25.1","852.91","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","San Salvador","bus","3.76","12.98","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","San Salvador","plane","1.11","73.91","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Singapore","plane","29.37","1189.84","2026-06-24","Estimated from geodesic distance model"
"Tegucigalpa","Washington DC","plane","4.44","229.38","2026-06-24","Estimated from geodesic distance model"
"Tehran","Ankara","plane","2.98","158.6","2026-06-24","Estimated from geodesic distance model"
"Tehran","Ashgabat","plane","1.7","96.78","2026-06-24","Estimated from geodesic distance model"
"Tehran","Baghdad","plane","1.63","101.59","2026-06-24","Estimated from geodesic distance model"
"Tehran","Baku","plane","1.61","92.5","2026-06-24","Estimated from geodesic distance model"
"Tehran","Islamabad","plane","3.28","173.08","2026-06-24","Estimated from geodesic distance model"
"Tehran","Kabul","plane","2.77","163.14","2026-06-24","Estimated from geodesic distance model"
"Tehran","Lima","plane","25.84","895.12","2026-06-24","Estimated from geodesic distance model"
"Tehran","London","plane","5.95","334.15","2026-06-24","Estimated from geodesic distance model"
"Tehran","Pretoria","plane","11.22","484.22","2026-06-24","Estimated from geodesic distance model"
"Tehran","Riyadh","plane","2.53","136.85","2026-06-24","Estimated from geodesic distance model"
"Tehran","Singapore","plane","10.14","478.7","2026-06-24","Estimated from geodesic distance model"
"Tehran","Washington DC","plane","16.98","642.85","2026-06-24","Estimated from geodesic distance model"
"Tehran","Yerevan","plane","1.79","110.96","2026-06-24","Estimated from geodesic distance model"
"Thimphu","Bangkok","plane","3.15","166.41","2026-06-24","Estimated from geodesic distance model"
"Thimphu","Dhaka","plane","1.44","83.8","2026-06-24","Estimated from geodesic distance model"
"Thimphu","Kathmandu","plane","1.39","89.1","2026-06-24","Estimated from geodesic distance model"
"Thimphu","New Delhi","bus","18.28","50.43","2026-06-24","Estimated from geodesic distance model"
"Thimphu","New Delhi","plane","2.47","134.15","2026-06-24","Estimated from geodesic distance model"
"Tirana","Athens","bus","8.07","21.91","2026-06-24","Estimated from geodesic distance model"
"Tirana","Belgrade","bus","6.61","18.6","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Beijing","plane","3.29","191.18","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Beijing","plane","3.29","191.18","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Canberra","plane","12.14","528.69","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Lima","plane","26.71","945.28","2026-06-24","Estimated from geodesic distance model"
"Tokyo","London","plane","16.78","628.12","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Manila","plane","4.6","237.88","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Manila","plane","4.6","237.88","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Pyongyang","plane","2.53","136.98","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Pretoria","plane","24.51","836.39","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Saipan","plane","3.77","197.33","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Seoul","boat","27.77","70.76","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Seoul","plane","2.21","133.26","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Singapore","plane","8.49","391.68","2026-06-24","Estimated from geodesic distance model"
"Tokyo","Washington DC","plane","17.73","680.04","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Canberra","plane","27.74","1103.8","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Copenhagen","boat","29.06","78.6","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Lima","plane","16.14","676.5","2026-06-24","Estimated from geodesic distance model"
"Torshavn","London","plane","2.31","138.53","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Pretoria","plane","16.46","690.47","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Reykjavik","boat","18.24","58.66","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Singapore","plane","17.23","731.72","2026-06-24","Estimated from geodesic distance model"
"Torshavn","Washington DC","plane","8.55","393.16","2026-06-24","Estimated from geodesic distance model"
"Tripoli","Cairo","plane","2.93","171.96","2026-06-24","Estimated from geodesic distance model"
"Tripoli","Dublin","plane","4.17","216.35","2026-06-24","Estimated from geodesic distance model"
"Tripoli","Rome","plane","2.03","123.66","2026-06-24","Estimated from geodesic distance model"
"Tripoli","Tunis","plane","1.5","95.44","2026-06-24","Estimated from geodesic distance model"
"Tunis","Algiers","plane","1.64","92.84","2026-06-24","Estimated from geodesic distance model"
"Tunis","Canberra","plane","27","1071.24","2026-06-24","Estimated from geodesic distance model"
"Tunis","Kuwait","plane","4.96","280.88","2026-06-24","Estimated from geodesic distance model"
"Tunis","Lima","plane","17.04","718.4","2026-06-24","Estimated from geodesic distance model"
"Tunis","London","plane","3.02","176.85","2026-06-24","Estimated from geodesic distance model"
"Tunis","London","plane","3.02","176.85","2026-06-24","Estimated from geodesic distance model"
"Tunis","Tripoli","plane","1.56","89.97","2026-06-24","Estimated from geodesic distance model"
"Tunis","Valletta","plane","1.32","85.12","2026-06-24","Estimated from geodesic distance model"
"Tunis","Washington DC","plane","11.58","501.24","2026-06-24","Estimated from geodesic distance model"
"Vaduz","Bern","bus","2.99","9.99","2026-06-24","Estimated from geodesic distance model"
"Valletta","Canberra","plane","26.78","1055.44","2026-06-24","Estimated from geodesic distance model"
"Valletta","Lima","plane","18.4","707.25","2026-06-24","Estimated from geodesic distance model"
"Valletta","London","plane","3.47","182.51","2026-06-24","Estimated from geodesic distance model"
"Valletta","Pretoria","plane","10.25","487.43","2026-06-24","Estimated from geodesic distance model"
"Valletta","Rome","plane","1.74","98.19","2026-06-24","Estimated from geodesic distance model"
"Valletta","Tunis","plane","1.42","83.1","2026-06-24","Estimated from geodesic distance model"
"Valletta","Washington DC","plane","11.24","539.3","2026-06-24","Estimated from geodesic distance model"
"Vienna","Belgrade","train","5.44","34.17","2026-06-24","Estimated from geodesic distance model"
"Vienna","Berlin","train","5.74","35.55","2026-06-24","Estimated from geodesic distance model"
"Vienna","Bern","train","6.88","44.23","2026-06-24","Estimated from geodesic distance model"
"Vienna","Budapest","train","2.61","21.02","2026-06-24","Estimated from geodesic distance model"
"Vienna","Prague","bus","4.26","14.25","2026-06-24","Estimated from geodesic distance model"
"Vienna","Prague","train","2.85","24.14","2026-06-24","Estimated from geodesic distance model"
"Vienna","Reykjavik","plane","4.34","224.19","2026-06-24","Estimated from geodesic distance model"
"Vienna","Rome","plane","1.86","104.18","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Bangkok","train","5.61","34.76","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Bangkok","train","5.61","34.76","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Beijing","plane","4.12","235.82","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Canberra","plane","10.95","525.95","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Canberra","plane","10.95","525.95","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Hanoi","bus","7.77","21.16","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Hanoi","bus","7.77","21.16","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Lima","plane","30.04","1240.5","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Lima","plane","30.04","1240.5","2026-06-24","Estimated from geodesic distance model"
"Vientiane","London","plane","15.4","632.91","2026-06-24","Estimated from geodesic distance model"
"Vientiane","London","plane","15.4","632.91","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Phnom Penh","bus","11.8","30.64","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Pretoria","plane","16.49","614.93","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Singapore","plane","3.23","171.48","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Singapore","plane","3.23","171.48","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Washington DC","plane","25.24","865.35","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Washington DC","plane","25.24","865.35","2026-06-24","Estimated from geodesic distance model"
"Vientiane","Yangon","bus","10.38","30.05","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Canberra","plane","27.34","965.33","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Lima","plane","18.59","801.27","2026-06-24","Estimated from geodesic distance model"
"Vilnius","London","plane","2.85","167.52","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Minsk","bus","3.18","10.5","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Pretoria","plane","13.11","576.62","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Riga","bus","4.36","14.49","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Singapore","plane","16.34","605.95","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Warsaw","train","4.22","31.08","2026-06-24","Estimated from geodesic distance model"
"Vilnius","Washington DC","plane","10.8","515.05","2026-06-24","Estimated from geodesic distance model"
"W. Indies","Canberra","plane","27.02","1072.16","2026-06-24","Estimated from geodesic distance model"
"W. Indies","Lima","plane","5.25","268.6","2026-06-24","Estimated from geodesic distance model"
"W. Indies","London","plane","9.75","460.81","2026-06-24","Estimated from geodesic distance model"
"W. Indies","Pretoria","plane","16.84","714.43","2026-06-24","Estimated from geodesic distance model"
"W. Indies","Singapore","plane","27.75","1118.98","2026-06-24","Estimated from geodesic distance model"
"W. Indies","Washington DC","plane","4.3","222.51","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Berlin","bus","7.9","23.64","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Bratislava","bus","8.27","24.63","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Budapest","train","5.4","36.58","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Canberra","plane","25.66","1006.41","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Kyiv","bus","11.02","28.88","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Lima","plane","18.77","728.77","2026-06-24","Estimated from geodesic distance model"
"Warsaw","London","plane","2.62","140.98","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Minsk","bus","7.48","20.46","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Prague","bus","8.44","22.85","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Pretoria","plane","13.11","575.99","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Rome","plane","2.42","144.87","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Singapore","plane","15.41","634.94","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Vilnius","bus","6.47","18.19","2026-06-24","Estimated from geodesic distance model"
"Warsaw","Washington DC","plane","10.88","468.87","2026-06-24","Estimated from geodesic distance model"
"Washington DC","Abu Dhabi","plane","17.45","746.67","2026-06-24","Estimated from geodesic distance model"
